Date,Item,Amount,Category,Time,day
2023-03-01,,-0.4410768496886928,,1.083333333,
2023-03-01,,-0.20973854649915863,,1.083333333,
2023-03-01,,-0.2987148169566718,,1.083333333,
2023-03-01,,-0.35210057923117966,,1.083333333,
2023-03-01,,-0.35210057923117966,,1.083333333,
2023-03-01,,-0.12076227604164547,,1.083333333,
2023-03-01,,-0.38769108741418495,,1.083333333,
2023-03-01,,-0.38769108741418495,,1.083333333,
2023-03-02,,-0.4410768496886928,,1.083333333,
2023-03-02,,-0.2987148169566718,,1.083333333,
2023-03-02,,-0.35210057923117966,,1.083333333,
2023-03-02,,-0.35210057923117966,,1.083333333,
2023-03-02,,-0.12076227604164547,,1.083333333,
2023-03-02,,0.5020716171609466,,1.083333333,
2023-03-03,,-0.4410768496886928,,1.083333333,
2023-03-03,,-0.2987148169566718,,1.083333333,
2023-03-03,,0.14616653533089402,,1.083333333,
2023-03-03,,-0.2987148169566718,,1.083333333,
2023-03-03,,-0.12076227604164547,,1.083333333,
2023-03-03,,-0.2987148169566718,,1.083333333,
2023-03-04,,-0.4410768496886928,,1.083333333,
2023-03-04,,-0.38769108741418495,,1.083333333,
2023-03-04,,-0.2987148169566718,,1.083333333,
2023-03-04,,-0.35210057923117966,,1.083333333,
2023-03-04,,-0.35210057923117966,,1.083333333,
2023-03-04,,-0.031786005584132304,,1.083333333,
2023-03-04,,-0.38769108741418495,,1.083333333,
2023-03-04,,-0.031786005584132304,,1.083333333,
2023-03-05,,-0.031786005584132304,,1.083333333,
2023-03-05,,0.05719026487338085,,1.083333333,
2023-03-05,,-0.38769108741418495,,1.083333333,
2023-03-05,,-0.4410768496886928,,1.083333333,
2023-03-05,,8.331983417422105,,1.083333333,
2023-03-05,,0.32411907624592035,,1.083333333,
2023-03-06,,-0.4410768496886928,,1.083333333,
2023-03-06,,-0.2987148169566718,,1.083333333,
2023-03-06,,-0.35210057923117966,,1.083333333,
2023-03-06,,-0.2631243087736665,,1.083333333,
2023-03-06,,-0.20973854649915863,,1.083333333,
2023-03-07,,-0.12076227604164547,,1.083333333,
2023-03-07,,0.23514280578840718,,1.083333333,
2023-03-07,,-0.4410768496886928,,1.083333333,
2023-03-07,,0.05719026487338085,,1.083333333,
2023-03-07,,-0.38769108741418495,,1.083333333,
2023-03-07,,1.2138817808210518,,1.083333333,
2023-03-07,,-0.38769108741418495,,1.083333333,
2023-03-07,,2.993407189971315,,1.083333333,
2023-03-08,,-0.20973854649915863,,1.083333333,
2023-03-08,,-0.2987148169566718,,1.083333333,
2023-03-08,,5.66269530369671,,1.083333333,
2023-03-08,,-0.35210057923117966,,1.083333333,
2023-03-08,,-0.12076227604164547,,1.083333333,
2023-03-09,,-0.12076227604164547,,1.083333333,
2023-03-09,,-0.20973854649915863,,1.083333333,
2023-03-09,,-0.2987148169566718,,1.083333333,
2023-03-10,,-0.2987148169566718,,1.083333333,
2023-03-10,,-0.4766673578716981,,1.083333333,
2023-03-10,,-0.20973854649915863,,1.083333333,
2023-03-10,,-0.4410768496886928,,1.083333333,
2023-03-11,,-0.4410768496886928,,1.083333333,
2023-03-11,,-0.2987148169566718,,1.083333333,
2023-03-11,,0.05719026487338085,,1.083333333,
2023-03-11,,-0.20973854649915863,,1.083333333,
2023-03-11,,-0.4410768496886928,,1.083333333,
2023-03-11,,-0.20973854649915863,,1.083333333,
2023-03-11,,0.32411907624592035,,1.083333333,
2023-03-12,,-0.031786005584132304,,1.083333333,
2023-03-12,,1.2138817808210518,,1.083333333,
2023-03-12,,-0.20973854649915863,,1.083333333,
2023-03-12,,-0.38769108741418495,,1.083333333,
2023-03-12,,3.1713597308863415,,1.083333333,
2023-03-12,,-0.38769108741418495,,1.083333333,
2023-03-12,,-0.38769108741418495,,1.083333333,
2023-03-13,,-0.38769108741418495,,1.083333333,
2023-03-13,,0.6800241580759729,,1.083333333,
2023-03-13,,-0.12076227604164547,,1.083333333,
2023-03-13,,-0.35210057923117966,,1.083333333,
2023-03-13,,-0.031786005584132304,,1.083333333,
2023-03-14,,-0.031786005584132304,,1.083333333,
2023-03-14,,-0.20973854649915863,,1.083333333,
2023-03-14,,-0.20973854649915863,,1.083333333,
2023-03-14,,-0.38769108741418495,,1.083333333,
2023-03-14,,-0.3165100710481744,,1.083333333,
2023-03-15,,-0.12076227604164547,,1.083333333,
2023-03-15,,-0.35210057923117966,,1.083333333,
